Natal	http://dbpedia.org/resource/KwaZulu-Natal
he	http://dbpedia.org/resource/Richard_Adolf_Zsigmondy
Umtata	http://dbpedia.org/resource/Mthatha
Tokushima	http://dbpedia.org/resource/Tokushima,_Tokushima
She	NIL
Methodist Church	http://dbpedia.org/resource/United_Methodist_Church
researcher	http://dbpedia.org/page/Research
graduate student	NIL
African National Congress	http://dbpedia.org/resource/African_National_Congress
U.S. National Institutes of Health	http://dbpedia.org/resource/National_Institutes_of_Health
high school	NIL
Adolf Zsigmondy Sr.	NIL
Valparaíso	http://dbpedia.org/resource/Valparaíso
Milan	http://dbpedia.org/resource/Milan
Eagle Scout	http://dbpedia.org/resource/Eagle_Scout_(Boy_Scouts_of_America)
Viktor Hamburger	http://dbpedia.org/resource/Viktor_Hamburger
Cornell University	http://dbpedia.org/resource/Cornell_University
Chilean Communist Party	http://dbpedia.org/resource/Communist_Party_of_Chile
activist	NIL
Harvard	http://dbpedia.org/resource/Harvard_University
faculty of engineering	NIL
Turin	http://dbpedia.org/resource/Turin
Mvezo	http://dbpedia.org/resource/Mvezo
Geiger's staff	NIL
her	http://dbpedia.org/resource/Alice_Munro
Ehud Olmert	http://dbpedia.org/resource/Ehud_Olmert
Salk Institute	http://dbpedia.org/resource/Salk_Institute_for_Biological_Studies
Maihue Lake	http://dbpedia.org/resource/Maihue_Lake
elementary school	NIL
he	http://dbpedia.org/resource/Wolfgang_Pauli
Max Born	http://dbpedia.org/resource/Max_Born
physicist	http://dbpedia.org/resource/Physicist
Thessaloniki, Greece	http://dbpedia.org/resource/Thessaloniki
Basel, Switzerland	http://dbpedia.org/resource/Basel
Knight Bachelor	http://dbpedia.org/resource/Knight_Bachelor
Mario	NIL
Pisa	http://dbpedia.org/resource/Pisa
Richard Williamson	http://dbpedia.org/resource/Richard_Williamson_(bishop)
The Imperial Cancer Research Fund	http://dbpedia.org/resource/Cancer_Research_UK
Campbell College	http://dbpedia.org/resource/Campbell_College
Yamanaka	http://dbpedia.org/resource/Shinya_Yamanaka
his	http://dbpedia.org/resource/Salvatore_Quasimodo
Purdue University	http://dbpedia.org/resource/Purdue_University
Beckett	http://dbpedia.org/resource/Samuel_Beckett
University of Utrecht	http://dbpedia.org/resource/Utrecht_University
University of Göttingen	http://dbpedia.org/resource/University_of_Göttingen
Carlo Azeglio Ciampi	http://dbpedia.org/resource/Carlo_Azeglio_Ciampi
Prime Minister	http://dbpedia.org/resource/Prime_minister
He	http://dbpedia.org/resource/Giulio_Natta
Maramureș	http://dbpedia.org/resource/Maramureș
Vienna	http://dbpedia.org/resource/Vienna
Niels Bohr Institute	http://dbpedia.org/resource/Niels_Bohr_Institute
Shuji Nakamura	http://dbpedia.org/resource/Shuji_Nakamura
Cooper Union	http://dbpedia.org/resource/Cooper_Union
his	http://dbpedia.org/resource/Leopold_Ružička
postdoctoral student	http://dbpedia.org/resource/Postdoctoral_researcher
he	http://dbpedia.org/resource/Nelson_Mandela
Renato Dulbecco	http://dbpedia.org/resource/Renato_Dulbecco
citizen	http://dbpedia.org/resource/Citizenship
Orsay Faculty of Sciences	NIL
Rita Levi-Montalcini	http://dbpedia.org/resource/Rita_Levi-Montalcini
Trinity College	http://dbpedia.org/resource/Trinity_College,_Dublin
Institute for Theoretical Physics	NIL
University of the Witwatersrand	http://dbpedia.org/resource/University_of_the_Witwatersrand
His	http://dbpedia.org/resource/Wolfgang_Pauli
Newcastle	http://dbpedia.org/resource/Newcastle,_KwaZulu-Natal
John	NIL
Kroto	http://dbpedia.org/resource/Harry_Kroto
Munro	http://dbpedia.org/resource/Alice_Munro
St. Nicholas Church of England School	NIL
Edward Mills Purcell	http://dbpedia.org/resource/Edward_Mills_Purcell
MIT Radiation Laboratory	http://dbpedia.org/resource/Radiation_Laboratory_(MIT)
his	http://dbpedia.org/resource/Martin_Luther_King,_Jr.
Sheffield University	http://dbpedia.org/resource/University_of_Sheffield
Henry Nelson Wieman	http://dbpedia.org/resource/Henry_Nelson_Wieman
Röntgen	http://dbpedia.org/resource/Wilhelm_Röntgen
Liguria	http://dbpedia.org/resource/Liguria
assistant professor	http://dbpedia.org/resource/Professor
chemist	http://dbpedia.org/resource/Chemist
Lavoslav Ružička	http://dbpedia.org/resource/Leopold_Ružička
Yale University	http://dbpedia.org/resource/Yale_University
Martti Ahtisaari	http://dbpedia.org/resource/Martti_Ahtisaari
boy scout	http://dbpedia.org/resource/Scout_(Scouting)
Martin Luther King	http://dbpedia.org/resource/Martin_Luther_King,_Jr.
Bianca Fo Garambois	NIL
he	http://dbpedia.org/resource/Susumu_Tonegawa
American-born	http://dbpedia.org/resource/Americans
University of Manchester	http://dbpedia.org/resource/University_of_Manchester
He	http://dbpedia.org/resource/Martti_Ahtisaari
Modica	http://dbpedia.org/resource/Modica
Scofield Thayer	http://dbpedia.org/resource/Scofield_Thayer
he	http://dbpedia.org/resource/Albert_Lutuli
his	http://dbpedia.org/resource/James_Tobin
University of Utah	http://dbpedia.org/resource/University_of_Utah
Society of Saint Pius X	http://dbpedia.org/resource/Society_of_Saint_Pius_X
James Sirleaf	NIL
Fo	http://dbpedia.org/resource/Dario_Fo
Carlo Rubbia	http://dbpedia.org/resource/Carlo_Rubbia
Canadian	http://dbpedia.org/resource/Canadians
National Osaka Hospital	NIL
student	http://dbpedia.org/resource/Student
Neruda	http://dbpedia.org/resource/Pablo_Neruda
UK publisher	NIL
scientific member	NIL
University of Pisa	http://dbpedia.org/resource/University_of_Pisa
Joseph Edward Mayer	http://dbpedia.org/resource/Joseph_Edward_Mayer
his	http://dbpedia.org/resource/Nicolaas_Bloembergen
Pollsmoor Prison	http://dbpedia.org/resource/Pollsmoor_Prison
science master	http://dbpedia.org/resource/Master_of_Science
Southern Italy	http://dbpedia.org/resource/Southern_Italy
Alain-Fournier	http://dbpedia.org/resource/Alain-Fournier
Wolfgang Joseph Pauli	NIL
Madison Business College	http://dbpedia.org/resource/Madison_Business_College
Ghana	http://dbpedia.org/resource/Ghana
gymnasium	NIL
Paul Samuelson	http://dbpedia.org/resource/Paul_Samuelson
YMCA	http://dbpedia.org/resource/YMCA
officer	http://dbpedia.org/resource/Officer
Frank Wilczek	http://dbpedia.org/resource/Frank_Wilczek
he	http://dbpedia.org/resource/Shuji_Nakamura
his	http://dbpedia.org/resource/Giulio_Natta
Division	http://dbpedia.org/resource/KwaZulu-Natal_Division
his	http://dbpedia.org/resource/Kary_Mullis
Alfred A. Knopf	http://dbpedia.org/resource/Alfred_A._Knopf
Sorbonne	http://dbpedia.org/resource/University_of_Paris
Blackett	http://dbpedia.org/resource/Patrick_Blackett,_Baron_Blackett
Wilhelm Röntgen	http://dbpedia.org/resource/Wilhelm_Röntgen
her	http://dbpedia.org/resource/Linda_B._Buck
novelist	http://dbpedia.org/resource/Novelist
research assistant	http://dbpedia.org/resource/Research_assistant
United States National Academy of Sciences	http://dbpedia.org/resource/National_Academy_of_Sciences
Albert Lutuli	http://dbpedia.org/resource/Albert_Lutuli
Hungarian	http://dbpedia.org/resource/Hungarians
friend	NIL
Rubbia	http://dbpedia.org/resource/Carlo_Rubbia
his	http://dbpedia.org/resource/Shinya_Yamanaka
hospital	NIL
Italian	http://dbpedia.org/resource/Italians
Argentina	http://dbpedia.org/resource/Argentina
Louisa Colpeyn	NIL
Washington University	http://dbpedia.org/resource/Washington_University_in_St._Louis
actress	http://dbpedia.org/resource/Actor
Nicolaas Bloembergen	http://dbpedia.org/resource/Nicolaas_Bloembergen
girl	NIL
Cavendish Laboratory	http://dbpedia.org/resource/Cavendish_Laboratory
Japan	http://dbpedia.org/resource/Japan
Robben Island	http://dbpedia.org/resource/Robben_Island
His	NIL
Belfast	http://dbpedia.org/resource/Belfast
he	http://dbpedia.org/resource/Akira_Suzuki_(chemist)
Messina	http://dbpedia.org/resource/Messina
his	http://dbpedia.org/resource/Susumu_Tonegawa
Lombardy	http://dbpedia.org/resource/Lombardy
Frank	NIL
she	NIL
M.I.T.	http://dbpedia.org/resource/Massachusetts_Institute_of_Technology
Lucy Ramberg	NIL
Marlborough	http://dbpedia.org/resource/Marlborough,_Wiltshire
research associate	http://dbpedia.org/resource/Research_associate
Assistant Professor	http://dbpedia.org/resource/Professor
Elizabeth Fay Ringo	NIL
he	http://dbpedia.org/resource/James_Tobin
mathematician	http://dbpedia.org/resource/Mathematician
Scuola Normale	http://dbpedia.org/resource/Scuola_Normale_Superiore_di_Pisa
him	NIL
Tonegawa	http://dbpedia.org/resource/Susumu_Tonegawa
his	http://dbpedia.org/resource/Wolfgang_Pauli
He	http://dbpedia.org/resource/Albert_Fert
Department of Biochemistry	NIL
Yale	http://dbpedia.org/resource/Yale_University
Province of Varese	http://dbpedia.org/resource/Province_of_Varese
biochemist	http://dbpedia.org/resource/Biochemist
Toni Morrison	http://dbpedia.org/resource/Toni_Morrison
commedia dell'arte	http://dbpedia.org/resource/Commedia_dell'arte
Bolton School	http://dbpedia.org/resource/Bolton_School
Cowles Foundation	http://dbpedia.org/resource/Cowles_Foundation
Hungarian Jews	NIL
University of Rome	http://dbpedia.org/resource/University_of_Rome
Lucy Dodd Ramberg	NIL
Farnborough	http://dbpedia.org/resource/Farnborough,_Hampshire
Albert Modiano	NIL
ANC	http://dbpedia.org/resource/African_National_Congress
Hamburger	http://dbpedia.org/resource/Viktor_Hamburger
Louisa Colpijn	NIL
Shuichi Hirata	NIL
Cambridge Majlis	NIL
His	http://dbpedia.org/resource/Elie_Wiesel
Clotilde Ragusa	NIL
preacher	http://dbpedia.org/resource/Preacher
King's College	http://dbpedia.org/resource/King's_College,_Cambridge
Neher	http://dbpedia.org/resource/Erwin_Neher
University of Tokushima	http://dbpedia.org/resource/University_of_Tokushima
Verona	http://dbpedia.org/resource/Verona
theatre administrator	NIL
her	http://dbpedia.org/resource/Maria_Goeppert-Mayer
he	http://dbpedia.org/resource/Patrick_Blackett,_Baron_Blackett
Berkeley	http://dbpedia.org/resource/University_of_California,_Berkeley
mountain pass	NIL
Brera Academy	http://dbpedia.org/resource/Brera_Academy
David Gross	http://dbpedia.org/resource/David_Gross
lecteur	http://dbpedia.org/resource/Lecturer
she	http://dbpedia.org/resource/Nadine_Gordimer
Gordimer	http://dbpedia.org/resource/Nadine_Gordimer
Naples	http://dbpedia.org/resource/Naples
Oulu	http://dbpedia.org/resource/Oulu
Harlequin	http://dbpedia.org/resource/Harlequin
Walter Ramberg	NIL
Chile	http://dbpedia.org/resource/Chile
Boston University	http://dbpedia.org/resource/Boston_University
ghettos	NIL
Laboratory for Radioactivity	NIL
associate professor	http://dbpedia.org/resource/Professor
Rome's city hall	NIL
writer	http://dbpedia.org/resource/Writer
Vatican	http://dbpedia.org/resource/Holy_See
Walter Bothe	http://dbpedia.org/resource/Walther_Bothe
he	http://dbpedia.org/resource/Carlo_Rubbia
Auschwitz concentration camp	http://dbpedia.org/resource/Auschwitz_concentration_camp
Sephardic family	http://dbpedia.org/resource/Sephardi_Jews
Cornwall	http://dbpedia.org/resource/Cornwall
Adamo Levi	NIL
Hibiya High School	http://dbpedia.org/resource/Hibiya_High_School
Giuseppe Levi	http://dbpedia.org/resource/Giuseppe_Levi
Boston Brahmin family	http://dbpedia.org/resource/Boston_Brahmin
Polytechnic Institute of Turin	http://dbpedia.org/resource/Polytechnic_University_of_Turin
choirmaster	http://dbpedia.org/resource/Kapellmeister
Frédéric Joliot-Curie	http://dbpedia.org/resource/Frédéric_Joliot-Curie
he	http://dbpedia.org/resource/T._S._Eliot
Swiss Federal Institute of Technology	http://dbpedia.org/resource/ETH_Zurich
teacher	http://dbpedia.org/resource/Teacher
Queen	http://dbpedia.org/resource/Queen_regnant
Nichia Corporation	http://dbpedia.org/resource/Nichia
École Supérieure de Physique et de Chimie Industrielles	http://dbpedia.org/resource/ESPCI_ParisTech
University of Chicago	http://dbpedia.org/resource/University_of_Chicago
F. W. de Klerk	http://dbpedia.org/resource/F._W._de_Klerk
Giorgio Napolitano	http://dbpedia.org/resource/Giorgio_Napolitano
Linda Buck	http://dbpedia.org/resource/Linda_B._Buck
Ernst Mach	http://dbpedia.org/resource/Ernst_Mach
him	http://dbpedia.org/resource/Leopold_Ružička
Eliot family	NIL
Elie Wiesel	http://dbpedia.org/resource/Elie_Wiesel
he	http://dbpedia.org/resource/Shinya_Yamanaka
Henri Bergson	http://dbpedia.org/resource/Henri_Bergson
University of Bologna	http://dbpedia.org/resource/University_of_Bologna
Shlomo Wiesel	NIL
Nobel laureate	NIL
Vancouver Island	http://dbpedia.org/resource/Vancouver_Island
Canada	http://dbpedia.org/resource/Canada
Blaauwbosch	NIL
Masaki Hayashi	NIL
house	NIL
Collège de France	http://dbpedia.org/resource/Collège_de_France
physicist 	http://dbpedia.org/resource/Physicist
his	http://dbpedia.org/resource/Renato_Dulbecco
her	http://dbpedia.org/resource/Elizabeth_Blackburn
Austrian Empire	http://dbpedia.org/resource/Austrian_Empire
anatomy department	NIL
Bothe	http://dbpedia.org/resource/Walther_Bothe
his	http://dbpedia.org/resource/Pablo_Neruda
Helen Wood Christie	NIL
Anne-Marie Schweitzer	NIL
his	http://dbpedia.org/resource/Vladimir_Prelog
French Navy	http://dbpedia.org/resource/French_Navy
German	http://dbpedia.org/resource/Germans
he	http://dbpedia.org/resource/Dario_Fo
Bronx High School of Science	http://dbpedia.org/resource/The_Bronx_High_School_of_Science
University of Paris	http://dbpedia.org/resource/University_of_Paris
Marcello Conversi	NIL
Argonne National Laboratory	http://dbpedia.org/resource/Argonne_National_Laboratory
Sheffiel	http://dbpedia.org/resource/University_of_Sheffield
